id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,class
2745,4290.26,4004.1,4267.69,4121.03,4333.85,4599.49,4036.92,4604.62,4199.49,4228.72,4208.72,4280.0,4602.05,4355.9,1
699,4323.59,4049.74,4282.56,4143.08,4348.72,4632.82,4072.82,4598.97,4189.23,4237.44,4209.23,4288.21,4608.72,4381.03,1
4408,4303.08,4000.0,4262.05,4125.64,4348.72,4623.59,4076.92,4621.03,4193.33,4241.54,4212.31,4277.44,4618.46,4361.54,0
2838,4273.85,4004.1,4243.59,4101.03,4327.69,4616.41,4059.49,4606.67,4177.44,4213.85,4196.41,4261.54,4596.41,4331.79,0
5240,4291.79,3932.31,4252.31,4117.44,4338.97,4633.33,4067.69,4625.13,4215.38,4233.33,4210.26,4271.28,4601.03,4340.51,0
1224,4291.28,3964.62,4247.69,4100.51,4334.36,4601.54,4061.54,4605.13,4185.13,4222.56,4191.79,4268.72,4597.44,4344.62,1
7474,4310.26,4016.92,4278.46,4152.82,4347.18,4634.87,4075.9,4623.59,4219.49,4227.18,4210.77,4275.9,4598.97,4358.46,0
5278,4316.41,3970.26,4242.56,4108.72,4342.56,4606.67,4067.18,4576.41,4165.13,4205.64,4172.31,4261.03,4560.0,4349.23,1
2081,4295.9,4003.59,4245.64,4111.28,4341.54,4628.72,4083.08,4604.1,4200.0,4231.28,4190.77,4272.82,4583.08,4356.41,0
2767,4380.51,4009.23,4288.21,4136.41,4347.69,4617.95,4075.9,4600.0,4202.56,4272.82,4241.54,4311.28,4683.59,4453.85,1
8438,4327.69,4044.1,4280.51,4146.15,4362.56,4630.26,4117.95,4608.72,4210.26,4219.49,4206.15,4298.97,4598.46,4368.21,1
5368,4312.82,3963.08,4252.82,4095.9,4346.67,4607.18,4072.82,4611.28,4201.54,4237.44,4192.82,4275.9,4584.62,4360.0,1
7478,4283.08,4007.18,4235.38,4101.03,4356.92,4631.28,4074.36,4608.72,4204.1,4244.62,4206.15,4268.21,4611.79,4347.18,0
4295,4291.79,3990.26,4244.62,4107.69,4338.97,4614.87,4055.38,4603.59,4200.51,4227.18,4182.05,4272.31,4613.33,4352.31,0
1570,4275.9,3994.87,4244.62,4100.0,4349.23,4626.15,4061.54,4618.97,4217.44,4233.85,4202.56,4264.1,4608.72,4350.77,0
1911,4296.92,3997.95,4266.67,4103.08,4330.26,4613.85,4046.15,4611.28,4184.62,4226.15,4193.33,4278.46,4597.95,4358.97,1
7951,4328.21,4022.05,4272.31,4123.08,4334.87,4615.38,4055.9,4613.85,4209.74,4224.62,4206.15,4277.44,4611.28,4376.41,1
742,4276.41,4004.62,4246.67,4095.38,4318.97,4614.87,4086.15,4602.05,4181.54,4200.0,4163.59,4257.44,4551.28,4323.59,0
3641,4287.69,4074.87,4276.92,4171.79,4379.49,4645.13,4083.59,4652.31,4198.97,4220.0,4185.13,4270.26,4561.54,4309.74,0
7332,4282.05,3985.13,4250.26,4122.56,4332.31,4613.33,4053.85,4609.23,4182.05,4202.56,4189.23,4263.08,4587.69,4344.62,0
995,4410.26,4088.21,4309.23,4178.46,4341.54,4621.54,4066.15,4599.49,4186.67,4208.21,4205.13,4297.44,4624.1,4436.41,0
6751,4312.82,4007.69,4276.41,4134.87,4339.49,4620.51,4074.87,4620.0,4200.0,4228.72,4197.44,4276.92,4607.18,4366.67,1
4012,4240.0,4031.79,4217.44,4110.26,4340.51,4615.9,4052.82,4594.36,4164.62,4188.72,4166.15,4230.77,4557.95,4294.87,0
2485,4346.67,4027.69,4282.05,4140.0,4326.67,4608.21,4074.87,4607.18,4202.05,4223.59,4197.44,4287.18,4590.77,4379.49,0
1315,4285.64,3993.33,4265.13,4106.15,4335.38,4609.74,4050.26,4602.56,4191.79,4224.1,4190.26,4255.38,4589.23,4352.31,0
4797,4375.38,4086.15,4298.97,4164.62,4349.23,4632.31,4079.49,4614.87,4194.87,4228.21,4193.85,4296.92,4625.64,4432.82,0
5268,4287.18,4010.77,4271.79,4138.46,4345.64,4610.77,4057.95,4612.82,4195.38,4207.69,4203.08,4285.64,4587.18,4350.26,0
6986,4271.28,3980.0,4248.21,4108.72,4343.08,4626.67,4064.1,4624.62,4207.69,4219.49,4196.41,4265.13,4592.82,4339.49,0
1731,4324.62,4044.1,4280.51,4125.64,4354.87,4629.23,4112.82,4628.21,4230.77,4252.31,4229.23,4298.97,4629.23,4376.92,1
5896,4268.72,3991.28,4246.15,4102.56,4327.18,4609.74,4053.85,4610.77,4189.74,4214.36,4178.97,4250.77,4570.77,4325.64,1
4487,4300.51,4042.05,4268.21,4141.54,4346.67,4615.9,4043.08,4612.82,4203.08,4246.15,4214.36,4283.59,4638.46,4369.74,1
8510,4298.97,4011.28,4264.62,4108.72,4333.33,4608.21,4055.38,4603.59,4188.21,4226.15,4194.36,4270.77,4595.9,4352.82,1
7963,4272.82,3981.54,4235.9,4112.31,4320.51,4614.36,4072.31,4611.28,4195.38,4222.56,4190.77,4258.97,4581.54,4329.23,0
8755,4312.31,4012.31,4272.31,4122.05,4329.74,4630.26,4067.69,4627.69,4208.21,4237.44,4205.64,4285.64,4624.1,4378.97,1
5786,4292.31,3995.38,4262.05,4105.64,4338.46,4616.41,4067.18,4621.03,4207.18,4224.62,4176.41,4271.79,4587.18,4353.85,1
1257,4236.41,4003.08,4228.72,4101.54,4346.15,4624.62,4061.54,4618.46,4174.87,4218.46,4171.28,4241.03,4545.13,4288.72,0
4470,4296.92,3992.82,4265.64,4135.38,4348.72,4629.23,4081.54,4631.28,4200.0,4233.85,4205.64,4284.62,4614.36,4358.46,0
6158,4275.9,3970.77,4262.56,4107.18,4334.36,4619.49,4081.54,4625.13,4203.08,4229.74,4197.44,4274.87,4600.51,4334.87,0
8578,4264.1,4012.82,4247.18,4107.18,4332.31,4612.82,4037.44,4585.64,4171.79,4220.0,4190.26,4247.18,4607.18,4322.05,1
7817,4303.08,3998.97,4275.38,4134.87,4345.13,4629.74,4063.59,4644.62,4213.33,4243.08,4214.36,4290.26,4603.08,4363.59,1
2256,4316.41,4032.31,4265.64,4121.03,4344.1,4620.0,4107.18,4614.87,4216.41,4227.69,4212.31,4287.69,4618.97,4364.62,1
2448,4301.03,3997.95,4266.67,4126.67,4352.31,4620.0,4073.33,4613.33,4184.1,4225.13,4206.67,4281.54,4611.79,4351.28,0
4520,4260.51,3963.08,4240.51,4094.36,4321.54,4609.23,4049.23,4618.46,4188.72,4225.64,4197.44,4249.74,4578.46,4329.23,0
8741,4318.46,4045.64,4268.21,4124.62,4351.79,4626.15,4120.51,4618.46,4218.97,4242.05,4227.18,4296.92,4627.69,4371.79,1
2936,4286.15,3984.62,4265.64,4117.95,4314.36,4598.97,4055.9,4600.51,4184.1,4197.44,4175.9,4274.87,4580.0,4343.59,1
6419,4283.08,3992.82,4246.67,4112.82,4353.33,4636.41,4096.41,4624.62,4214.87,4264.1,4228.72,4283.59,4632.82,4366.15,1
5586,4291.28,4010.26,4268.21,4139.49,4345.13,4617.95,4054.36,4625.13,4199.49,4234.36,4189.74,4280.0,4590.26,4344.1,1
1771,4285.13,3994.36,4255.38,4104.1,4332.31,4615.9,4050.26,4624.1,4204.62,4240.0,4181.54,4273.33,4595.9,4349.74,1
2863,4289.23,3989.23,4254.36,4104.1,4336.41,4621.54,4064.62,4629.23,4207.18,4236.41,4198.46,4276.41,4594.36,4357.44,1
4296,4282.05,4012.82,4262.05,4133.85,4356.92,4623.59,4075.9,4613.85,4198.46,4218.97,4188.72,4254.36,4603.08,4335.9,0
8797,4295.38,4014.87,4271.79,4116.41,4341.54,4621.54,4058.46,4628.21,4213.33,4242.05,4204.62,4281.54,4587.69,4363.59,1
5002,4269.74,3996.92,4260.0,4128.21,4356.41,4629.74,4070.77,4617.95,4205.64,4227.69,4193.33,4262.56,4605.64,4332.82,0
8075,4285.64,3991.28,4253.85,4124.62,4326.15,4617.95,4050.26,4607.18,4197.95,4231.28,4198.97,4275.9,4608.21,4342.05,0
4030,4290.26,3997.44,4253.85,4121.54,4334.87,4617.95,4074.87,4591.79,4189.74,4224.62,4189.23,4274.36,4590.77,4363.59,0
918,4280.51,4003.59,4251.79,4122.05,4363.59,4633.85,4078.46,4620.51,4204.62,4225.13,4195.38,4262.56,4608.72,4342.56,0
2289,4262.56,3997.95,4251.28,4112.82,4354.87,4629.74,4074.87,4613.33,4203.59,4234.87,4195.9,4258.46,4600.51,4328.72,0
3592,4298.46,4037.44,4273.33,4136.92,4350.77,4625.13,4084.1,4632.82,4214.36,4246.15,4204.1,4275.9,4603.59,4344.62,1
730,4298.97,4012.31,4263.59,4123.08,4337.95,4625.64,4065.13,4617.44,4202.05,4226.15,4208.21,4273.85,4619.49,4363.08,1
3742,4272.82,4001.03,4232.31,4104.1,4327.69,4611.28,4042.56,4606.15,4186.67,4222.56,4192.82,4255.9,4604.62,4334.36,1
5026,4321.54,4033.33,4265.13,4137.95,4330.26,4589.74,4047.69,4589.74,4172.82,4208.21,4176.41,4267.18,4589.23,4371.28,1
589,4281.54,3980.0,4231.28,4099.49,4333.85,4614.87,4057.44,4603.59,4186.67,4232.31,4176.41,4263.59,4605.64,4343.08,0
7532,4315.38,4014.36,4278.46,4134.87,4349.23,4635.9,4084.1,4637.95,4218.97,4250.26,4218.46,4300.51,4612.31,4376.92,0
4032,4310.26,3980.0,4271.28,4108.21,4328.21,4616.92,4073.33,4628.21,4207.69,4239.49,4214.36,4288.72,4609.23,4371.28,1
322,4304.1,4007.18,4263.59,4123.08,4337.44,4606.67,4057.44,4621.54,4198.46,4229.23,4196.92,4274.36,4614.36,4372.82,1
5670,4372.82,4065.13,4365.13,4166.67,4377.95,4667.18,4106.67,4652.82,4239.49,4284.1,4265.64,4336.41,4681.54,4432.82,0
3378,4217.95,4064.62,4243.08,4140.0,4339.49,4622.05,4072.82,4607.18,4177.44,4199.49,4130.77,4233.33,4480.51,4232.31,0
6197,4289.23,3999.49,4240.51,4110.26,4336.92,4606.67,4045.13,4612.31,4202.05,4230.26,4198.97,4272.82,4596.92,4352.82,1
1932,4301.54,4005.13,4265.64,4106.67,4333.33,4609.74,4090.77,4626.15,4207.18,4226.67,4206.67,4279.49,4601.03,4371.79,1
5986,4285.13,4003.59,4263.59,4136.41,4336.92,4608.21,4054.36,4602.56,4185.13,4209.23,4198.97,4271.79,4591.28,4349.23,0
5954,4298.46,4001.03,4256.92,4125.64,4341.54,4616.41,4051.79,4609.23,4201.03,4229.23,4204.62,4269.23,4611.28,4355.9,0
853,4241.54,3966.15,4245.64,4103.59,4337.95,4620.51,4068.21,4601.54,4188.72,4198.46,4150.26,4253.85,4522.05,4292.31,0
6485,4254.87,3990.77,4249.23,4110.77,4342.05,4624.62,4102.05,4612.82,4193.85,4202.05,4184.62,4269.23,4548.21,4328.72,1
290,4282.56,4007.69,4259.49,4122.05,4346.67,4622.56,4074.87,4621.54,4206.15,4225.64,4204.62,4272.31,4589.23,4357.95,0
3024,4274.36,3967.69,4247.18,4100.0,4321.54,4610.26,4078.97,4605.13,4187.69,4225.13,4189.74,4268.21,4582.05,4333.85,0
6644,4326.15,3953.33,4248.72,4106.15,4337.44,4601.54,4072.31,4592.82,4180.51,4216.92,4192.82,4277.44,4597.95,4385.64,1
1853,4205.13,4054.87,4229.74,4136.92,4331.79,4609.74,4056.92,4585.64,4167.69,4190.26,4116.41,4222.56,4469.23,4222.56,0
905,4217.44,4033.33,4242.56,4135.9,4331.79,4610.77,4055.38,4590.77,4171.28,4186.15,4125.64,4224.1,4490.77,4249.23,0
6709,4286.15,3993.33,4255.9,4097.95,4333.85,4617.44,4052.82,4609.74,4183.59,4231.79,4194.87,4275.38,4596.41,4351.79,1
2888,4294.36,3992.82,4260.0,4134.36,4349.23,4629.74,4087.69,4627.69,4209.74,4236.41,4213.85,4280.0,4617.95,4347.69,0
3704,4271.28,4008.72,4255.9,4123.59,4331.79,4623.59,4064.62,4604.62,4189.23,4224.62,4182.56,4269.74,4584.1,4332.82,0
6508,4279.49,3995.9,4248.21,4102.56,4332.82,4616.41,4053.33,4613.33,4195.38,4233.85,4188.21,4250.77,4589.74,4341.03,0
2432,4303.08,4061.03,4272.31,4134.87,4357.44,4626.15,4071.28,4603.59,4214.87,4235.38,4208.21,4276.41,4617.44,4358.46,0
966,4390.26,3998.46,4268.21,4123.08,4356.92,4605.13,4083.59,4608.21,4206.67,4254.36,4237.95,4298.46,4663.08,4457.95,1
3525,4381.54,4073.33,4342.05,4189.74,4429.23,4700.0,4147.18,4679.49,4265.13,4308.21,4295.9,4346.67,4700.51,4454.87,1
8468,4280.0,4007.69,4261.03,4107.69,4344.1,4615.9,4083.08,4631.28,4215.38,4240.0,4200.0,4278.97,4597.95,4339.49,0
7027,4333.33,3994.87,4277.95,4116.92,4344.1,4620.51,4078.97,4613.85,4206.15,4259.49,4226.15,4288.72,4641.03,4397.44,1
7151,4283.59,4030.77,4267.18,4130.77,4342.05,4611.79,4038.97,4605.64,4190.77,4228.21,4202.05,4273.85,4618.97,4344.62,1
2138,4295.38,3972.31,4264.1,4112.31,4330.26,4616.41,4066.67,4633.85,4223.08,4243.08,4207.18,4285.13,4591.79,4355.9,1
424,4305.13,4010.77,4277.95,4124.62,4334.87,4614.87,4093.33,4625.64,4220.51,4244.62,4224.62,4296.92,4611.28,4387.69,1
1201,4282.56,4003.59,4267.69,4133.85,4347.69,4623.59,4073.33,4616.92,4201.54,4228.72,4207.18,4274.36,4611.79,4338.97,0
5035,4298.46,4001.54,4262.56,4125.13,4342.05,4610.26,4053.33,4621.03,4200.0,4241.54,4209.74,4289.74,4609.23,4356.92,1
5004,4292.31,3994.87,4263.08,4088.72,4333.33,4626.15,4089.23,4628.72,4206.15,4239.49,4210.26,4279.49,4601.03,4358.46,0
6545,4304.62,4031.79,4268.21,4123.08,4357.44,4634.87,4083.08,4610.77,4198.46,4229.74,4203.08,4263.08,4599.49,4372.82,1
8922,4302.05,3998.46,4263.08,4108.21,4335.9,4631.28,4089.74,4613.33,4204.62,4238.97,4203.08,4285.13,4601.03,4368.72,0
5625,4287.69,3994.87,4270.26,4120.51,4342.05,4602.05,4043.59,4608.72,4192.82,4232.82,4191.79,4267.18,4596.92,4352.82,0
5754,4316.41,4021.54,4271.28,4123.59,4352.82,4631.28,4081.54,4640.51,4207.18,4247.18,4207.69,4284.62,4617.95,4374.36,0
46,4372.82,4082.05,4289.23,4154.87,4360.51,4629.23,4110.77,4609.23,4204.62,4226.67,4208.21,4292.82,4618.97,4407.69,1
3189,4286.15,4008.72,4262.05,4132.31,4347.69,4628.72,4090.26,4601.03,4202.05,4237.44,4194.36,4269.23,4598.97,4343.08,1
2073,4269.23,3975.9,4236.41,4104.62,4325.64,4604.62,4073.33,4603.08,4191.28,4221.03,4187.69,4269.23,4582.05,4325.64,0
7718,4294.36,4035.38,4266.67,4137.95,4355.9,4630.77,4116.92,4625.64,4229.23,4236.92,4194.87,4286.67,4580.0,4340.51,1
2040,4341.54,3997.44,4277.95,4114.87,4321.03,4605.13,4063.08,4627.18,4201.03,4240.0,4222.05,4303.08,4624.1,4409.23,1
2729,4298.46,4051.28,4272.31,4135.38,4344.62,4620.0,4057.44,4590.77,4199.49,4221.54,4197.95,4273.85,4607.18,4347.18,0
7816,4406.15,4020.0,4280.0,4137.44,4362.56,4611.28,4084.62,4611.28,4204.62,4266.67,4247.18,4314.87,4675.38,4471.28,1
1933,4276.41,3986.67,4262.05,4108.21,4343.08,4625.13,4068.72,4611.79,4195.9,4213.85,4196.92,4269.23,4595.38,4341.54,0
8480,4317.95,3996.41,4270.26,4134.36,4342.56,4626.67,4088.21,4609.23,4192.31,4228.21,4212.31,4294.36,4618.97,4373.33,0
7173,4284.62,3996.41,4260.51,4109.23,4327.69,4595.9,4035.9,4593.85,4187.18,4220.51,4207.69,4281.03,4606.67,4357.95,1
5698,4272.82,4014.36,4262.56,4124.62,4344.62,4633.33,4118.46,4618.97,4218.46,4223.08,4182.05,4284.1,4562.56,4313.85,1
3101,4300.51,4046.67,4261.54,4135.9,4342.56,4624.62,4074.87,4591.28,4178.46,4206.15,4189.23,4268.21,4600.0,4349.74,0
911,4274.87,3979.49,4246.67,4133.33,4352.31,4631.28,4078.46,4628.21,4208.21,4228.72,4195.9,4260.51,4603.08,4339.49,0
2542,4243.08,3948.21,4224.1,4092.82,4313.33,4598.97,4063.59,4590.77,4176.41,4211.28,4162.56,4250.26,4579.49,4323.59,1
4967,4265.64,4004.1,4246.67,4122.56,4326.67,4618.46,4059.49,4588.72,4166.15,4212.82,4174.87,4257.95,4577.95,4317.44,0
1198,4357.95,3999.49,4276.92,4136.92,4322.56,4609.74,4067.18,4600.51,4195.9,4236.41,4192.31,4294.87,4653.33,4425.64,1
5681,4252.82,3990.77,4255.9,4113.33,4340.51,4625.64,4102.05,4611.79,4184.62,4194.87,4185.13,4272.31,4544.1,4330.77,1
7985,4292.31,3996.92,4267.69,4098.97,4332.31,4621.54,4064.62,4624.1,4211.28,4242.05,4200.51,4279.49,4601.03,4357.44,1
3341,4292.82,4007.69,4242.05,4122.56,4338.97,4625.13,4080.51,4603.08,4194.36,4234.87,4195.38,4273.33,4596.41,4370.77,0
4715,4259.49,4044.1,4261.03,4136.92,4385.13,4649.74,4097.44,4634.36,4213.33,4228.72,4194.87,4267.69,4590.26,4304.62,0
6666,4302.56,3982.05,4264.1,4107.69,4360.0,4631.79,4078.46,4621.54,4204.1,4248.21,4226.15,4292.31,4647.18,4393.85,1
3130,4302.05,4007.18,4277.44,4142.56,4342.56,4635.38,4071.79,4625.13,4213.85,4234.36,4211.28,4274.36,4598.46,4350.77,0
8661,4295.38,3989.74,4262.05,4103.08,4336.92,4614.87,4066.15,4613.85,4196.92,4222.56,4168.72,4270.77,4587.69,4346.15,1
6945,4271.79,3985.13,4255.38,4106.67,4342.56,4620.0,4068.21,4613.85,4202.56,4216.92,4164.1,4261.03,4582.05,4330.26,1
1941,4250.26,4005.64,4248.72,4125.13,4350.77,4634.36,4106.67,4613.85,4206.67,4207.69,4171.28,4272.82,4545.13,4296.92,0
7169,4435.38,4095.38,4294.87,4155.38,4339.49,4609.23,4056.41,4607.69,4198.46,4230.26,4233.33,4313.33,4671.79,4483.59,0
4124,4282.05,4024.62,4262.05,4118.97,4344.1,4624.62,4050.77,4607.69,4199.49,4231.79,4202.05,4268.72,4621.54,4344.1,1
2093,4264.62,4009.23,4221.54,4105.64,4336.92,4603.59,4057.95,4617.95,4190.77,4224.1,4182.05,4252.82,4566.15,4327.18,0
8956,4318.97,4021.54,4277.44,4141.54,4348.72,4612.31,4099.49,4632.82,4224.1,4244.1,4214.36,4288.72,4629.74,4371.28,0
2843,4245.13,3997.95,4234.36,4110.26,4340.0,4596.92,4051.79,4606.67,4171.79,4206.67,4173.85,4257.44,4552.31,4298.97,0
3747,4250.26,3970.26,4229.23,4087.18,4313.33,4592.82,4040.0,4608.72,4193.33,4210.26,4186.67,4256.41,4578.97,4318.97,1
8139,4306.67,4004.1,4266.15,4116.92,4325.64,4601.03,4042.56,4612.31,4192.82,4225.13,4208.21,4292.82,4596.41,4367.18,1
331,4298.46,3994.36,4280.51,4103.59,4341.03,4627.18,4086.15,4627.69,4207.18,4235.9,4215.38,4301.03,4602.05,4360.0,0
1763,4257.95,4036.92,4249.74,4131.28,4381.03,4648.21,4086.15,4625.64,4205.64,4222.56,4193.33,4262.56,4593.33,4307.69,0
132,4293.85,4002.05,4242.05,4107.69,4325.13,4599.49,4059.49,4600.0,4188.72,4206.67,4172.31,4255.9,4574.36,4342.05,1
2145,4294.36,4052.82,4264.1,4137.44,4348.72,4625.13,4067.69,4597.44,4195.9,4222.56,4200.51,4271.79,4606.15,4349.74,0
1322,4291.79,4023.59,4248.72,4121.54,4344.1,4615.38,4061.54,4631.79,4214.36,4237.95,4196.41,4277.95,4582.05,4354.36,0
8862,4310.26,4021.03,4260.0,4128.21,4342.56,4632.82,4083.08,4614.87,4212.82,4251.79,4212.31,4289.74,4612.31,4382.05,0
6279,4312.82,4006.15,4260.51,4127.69,4341.03,4586.15,4089.74,4628.72,4215.9,4225.13,4198.97,4274.36,4611.79,4375.9,0
5761,4266.15,3971.79,4245.64,4095.38,4329.74,4610.77,4059.49,4609.74,4193.85,4226.15,4195.38,4274.36,4596.92,4349.23,1
7412,4271.28,4072.31,4258.46,4166.15,4377.44,4646.67,4090.26,4657.44,4197.95,4211.28,4173.33,4254.87,4541.54,4292.82,0
8067,4287.69,3998.97,4253.85,4116.92,4330.77,4614.87,4067.18,4618.46,4202.56,4226.15,4211.28,4271.28,4598.46,4352.82,1
3114,4295.9,4002.05,4263.08,4125.64,4343.08,4616.92,4058.97,4621.03,4211.28,4237.95,4175.38,4274.87,4607.18,4358.46,1
866,4291.28,4044.1,4263.59,4142.56,4365.64,4637.44,4088.72,4643.08,4197.95,4226.67,4200.0,4270.26,4581.03,4330.77,0
4543,4260.0,4012.82,4255.38,4135.38,4342.05,4636.92,4124.1,4614.36,4215.9,4214.87,4174.36,4272.31,4549.23,4302.56,0
7127,4325.64,4051.28,4279.49,4145.64,4341.54,4623.59,4087.69,4606.67,4193.33,4196.41,4175.9,4279.49,4545.64,4371.28,1
6464,4302.05,4020.0,4272.31,4127.18,4362.56,4631.79,4102.05,4629.74,4227.18,4254.87,4227.18,4287.18,4614.87,4377.44,1
4412,4283.08,3967.18,4258.97,4121.54,4330.26,4621.03,4054.87,4596.92,4196.41,4220.51,4193.33,4268.21,4583.59,4337.44,0
7092,4362.05,4060.51,4349.23,4160.51,4372.31,4663.08,4110.26,4650.26,4241.03,4272.82,4256.92,4317.95,4660.0,4423.59,0
2492,4275.38,3987.69,4246.67,4106.15,4324.62,4611.79,4052.31,4624.1,4194.87,4228.21,4186.15,4254.87,4597.44,4340.0,0
6417,4270.26,3997.44,4262.56,4121.03,4342.05,4614.87,4064.62,4614.36,4192.31,4215.9,4190.77,4263.08,4584.62,4332.31,0
5559,4394.87,4020.51,4304.62,4129.74,4353.33,4631.28,4086.67,4635.9,4214.36,4265.13,4267.69,4330.77,4737.44,4493.85,1
6615,4299.49,4011.79,4243.59,4124.62,4347.18,4632.31,4085.64,4594.87,4192.31,4243.08,4191.28,4274.36,4602.05,4366.15,0
6131,4484.62,4155.9,4298.46,4182.05,4341.54,4589.74,4076.41,4603.59,4186.67,4230.26,4257.44,4335.38,4700.51,4505.13,0
2098,4301.03,4013.85,4263.59,4118.46,4341.03,4617.95,4089.23,4625.13,4215.9,4238.46,4215.38,4285.13,4612.82,4371.28,1
8931,4304.1,4012.82,4263.08,4127.18,4341.54,4585.13,4089.23,4616.92,4194.36,4231.28,4203.08,4283.59,4603.59,4357.95,0
1819,4309.23,4037.44,4267.69,4125.13,4350.26,4628.21,4112.31,4621.03,4214.36,4231.79,4220.51,4291.28,4618.46,4370.26,1
4885,4305.64,4006.67,4264.1,4098.46,4327.69,4601.03,4049.23,4602.05,4181.03,4210.77,4196.41,4272.82,4600.51,4348.21,1
2033,4304.62,4046.67,4274.87,4122.56,4361.03,4630.77,4072.82,4606.15,4216.92,4235.38,4196.41,4278.97,4612.31,4363.08,0
2735,4427.18,4084.62,4312.31,4170.26,4329.23,4596.92,4051.28,4602.56,4186.67,4220.0,4221.54,4320.0,4654.36,4477.95,0
7486,4282.05,4008.21,4261.54,4124.62,4335.38,4621.54,4073.33,4588.21,4175.9,4219.49,4161.54,4269.74,4580.51,4355.9,0
4787,4288.21,3997.44,4265.13,4112.82,4335.38,4604.62,4047.18,4616.41,4198.46,4237.95,4202.05,4274.87,4582.05,4345.13,1
8443,4315.9,4016.92,4280.0,4128.72,4333.33,4618.97,4056.41,4623.59,4212.82,4242.05,4210.26,4291.79,4624.1,4382.56,1
