id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,class
4857,4280.0,3998.46,4252.31,4092.82,4342.05,4621.54,4109.23,4631.28,4217.95,4225.64,4187.69,4278.46,4612.82,4336.41,1
53,4295.38,3996.41,4276.41,4101.54,4338.97,4619.49,4088.21,4624.62,4206.15,4238.97,4211.28,4297.95,4603.08,4353.85,0
1365,4369.23,4051.79,4324.62,4175.9,4410.77,4690.77,4146.67,4683.08,4268.21,4296.92,4282.05,4335.9,4688.72,4434.36,1
5663,4316.92,4025.13,4265.13,4137.44,4327.18,4589.23,4046.67,4579.49,4165.13,4202.56,4171.79,4266.15,4586.15,4365.64,1
4625,4291.79,4015.38,4260.0,4133.33,4346.67,4624.1,4094.87,4608.21,4202.05,4242.05,4199.49,4269.74,4596.41,4336.41,1
7821,4291.79,3986.67,4262.05,4106.67,4337.95,4626.67,4064.1,4613.85,4202.56,4236.41,4204.1,4265.13,4596.92,4352.82,0
6432,4282.56,3998.97,4260.0,4120.51,4333.85,4615.9,4051.28,4615.9,4202.05,4224.1,4183.08,4262.56,4594.87,4337.44,0
4249,4282.05,4022.05,4247.69,4108.21,4333.33,4615.38,4047.69,4604.62,4192.82,4226.67,4199.49,4266.15,4620.0,4343.08,1
746,4292.31,3991.28,4262.56,4109.23,4342.56,4625.13,4055.38,4600.0,4177.95,4220.51,4202.56,4265.13,4597.44,4352.31,0
7800,4296.92,4003.59,4265.13,4123.08,4333.85,4603.08,4038.46,4607.69,4189.74,4224.62,4200.0,4272.82,4593.33,4355.38,1
6475,4295.9,4017.95,4277.44,4138.46,4346.67,4618.46,4078.46,4602.05,4178.97,4218.97,4194.36,4273.33,4589.23,4359.49,1
5404,4276.92,3992.31,4247.69,4094.36,4344.62,4633.33,4072.31,4619.49,4211.79,4235.38,4204.62,4265.13,4610.26,4345.64,0
2992,4285.13,3994.36,4258.97,4111.28,4337.95,4614.87,4069.74,4587.69,4172.31,4207.69,4165.13,4263.59,4579.49,4330.77,1
4691,4286.15,3993.33,4260.51,4108.21,4331.79,4611.79,4057.44,4624.62,4208.21,4243.08,4209.23,4285.13,4611.28,4361.03,0
7830,4325.64,4006.67,4278.46,4143.08,4344.1,4583.08,4087.18,4614.87,4205.64,4230.26,4195.9,4266.67,4622.05,4380.51,0
1764,4290.26,4021.03,4243.08,4117.95,4346.67,4624.62,4089.74,4591.79,4194.36,4225.64,4195.9,4271.79,4590.77,4346.67,0
2916,4415.9,4090.77,4306.15,4165.64,4346.67,4615.38,4065.13,4600.0,4193.85,4220.51,4222.56,4302.05,4664.1,4457.44,1
2664,4303.08,4017.44,4246.67,4118.46,4340.51,4623.08,4075.38,4606.15,4207.69,4250.26,4200.51,4274.87,4602.05,4372.82,0
7624,4297.95,3985.13,4267.18,4110.26,4363.59,4636.92,4093.33,4626.15,4209.23,4246.15,4229.74,4287.69,4638.97,4383.08,1
8733,4275.9,4007.18,4263.08,4107.18,4340.0,4618.46,4053.33,4604.62,4193.85,4225.13,4194.36,4274.87,4616.92,4335.38,1
3147,4251.28,4038.46,4260.0,4150.26,4377.44,4641.03,4085.64,4628.72,4211.79,4226.67,4188.21,4261.03,4588.72,4303.08,0
6614,4338.97,3985.13,4272.31,4105.13,4334.36,4625.13,4112.31,4636.41,4221.54,4232.82,4239.49,4314.36,4652.82,4408.72,1
6551,4309.74,4037.44,4267.69,4125.13,4352.82,4625.13,4078.97,4607.69,4208.21,4232.31,4210.26,4285.13,4626.67,4372.82,1
6173,4263.59,4014.87,4258.97,4117.95,4340.0,4618.46,4071.28,4620.51,4190.26,4218.97,4182.05,4268.72,4547.18,4325.13,0
2943,4257.95,4020.51,4255.9,4136.41,4348.21,4629.74,4114.36,4600.0,4198.46,4216.41,4177.44,4275.38,4548.21,4307.18,0
5476,4307.18,3986.15,4256.92,4086.15,4329.74,4617.44,4105.13,4631.79,4217.44,4232.82,4184.62,4304.62,4623.59,4375.38,1
2176,4346.67,3995.38,4277.95,4112.31,4333.33,4627.69,4103.08,4628.72,4206.67,4218.46,4208.21,4306.15,4629.23,4399.49,1
7784,4269.23,3993.33,4237.95,4098.46,4331.79,4621.03,4045.64,4626.67,4207.18,4243.59,4195.9,4263.59,4599.49,4343.59,0
6064,4320.51,3969.23,4260.0,4090.26,4327.69,4603.08,4090.26,4623.59,4216.92,4246.67,4245.64,4300.51,4670.77,4416.92,1
8387,4293.85,3996.41,4252.82,4107.69,4335.38,4608.72,4054.87,4617.44,4202.05,4228.21,4173.85,4273.33,4600.51,4357.44,1
186,4315.9,4031.79,4275.9,4132.31,4340.51,4624.1,4067.69,4601.03,4191.28,4242.56,4198.46,4295.38,4616.41,4381.03,0
3338,4303.59,4033.33,4265.64,4124.62,4344.62,4629.74,4072.82,4609.74,4211.28,4242.56,4186.15,4278.46,4604.62,4370.77,0
3862,4331.79,4016.41,4288.21,4138.46,4333.85,4614.36,4062.56,4605.64,4200.0,4232.82,4203.59,4276.92,4602.56,4363.08,1
6258,4286.15,4050.77,4294.87,4162.56,4388.72,4653.85,4105.64,4657.95,4234.36,4255.9,4216.41,4298.97,4623.59,4345.64,1
6668,4267.69,3986.67,4246.15,4104.62,4337.44,4612.82,4060.51,4629.74,4210.26,4231.28,4207.18,4268.72,4590.26,4342.56,1
4938,4283.59,3934.87,4235.38,4078.97,4321.54,4608.21,4094.36,4630.77,4219.49,4236.41,4230.26,4287.69,4651.28,4363.08,1
8611,4297.95,3998.46,4264.1,4136.92,4345.13,4619.49,4056.92,4623.08,4206.67,4238.97,4205.64,4282.56,4589.74,4351.28,1
4696,4296.41,4007.69,4262.56,4119.49,4331.28,4611.28,4052.82,4611.79,4184.62,4213.85,4195.9,4272.82,4567.18,4348.72,1
5502,4299.49,4026.67,4262.05,4132.82,4337.44,4578.97,4076.92,4592.82,4178.46,4214.36,4195.38,4281.54,4599.49,4359.49,0
231,4299.49,3993.85,4265.64,4117.95,4336.92,4626.67,4084.62,4621.54,4212.31,4244.62,4195.38,4286.67,4587.69,4349.74,1
7470,4286.67,4013.85,4261.54,4129.23,4360.0,4615.9,4049.74,4615.38,4196.92,4224.1,4183.08,4263.59,4591.79,4342.56,1
2849,4270.77,4017.44,4258.97,4106.15,4347.69,4628.72,4109.74,4625.64,4206.15,4224.1,4209.74,4286.15,4617.95,4342.05,1
4108,4291.28,4008.72,4262.56,4113.33,4334.87,4616.92,4063.59,4605.13,4198.46,4227.18,4194.36,4266.15,4590.77,4340.51,0
4111,4321.54,4029.74,4287.69,4165.13,4353.85,4641.03,4066.15,4621.54,4214.36,4236.92,4220.0,4286.15,4607.18,4370.77,0
5237,4250.26,4010.26,4213.85,4108.21,4344.62,4604.62,4057.44,4603.08,4170.26,4210.26,4174.87,4248.72,4551.79,4296.92,0
5174,4305.13,4008.21,4280.0,4152.82,4341.03,4620.0,4058.97,4604.62,4197.44,4225.64,4213.85,4284.1,4611.79,4359.49,1
2222,4317.44,4041.03,4269.23,4117.95,4352.82,4630.77,4121.54,4623.08,4229.74,4249.74,4233.33,4297.95,4629.74,4375.38,1
1394,4314.87,3996.41,4267.69,4125.13,4350.77,4631.79,4085.13,4634.87,4203.59,4237.95,4214.36,4287.18,4620.51,4368.72,0
5541,4281.03,4005.13,4263.08,4123.59,4348.72,4622.05,4066.15,4618.46,4208.21,4233.33,4200.51,4273.33,4604.62,4346.15,0
3103,4316.92,3991.28,4282.05,4123.59,4334.87,4606.15,4072.31,4625.64,4203.59,4236.41,4208.21,4296.41,4594.87,4369.74,1
4578,4309.74,4003.59,4263.08,4124.62,4340.0,4617.95,4075.38,4606.15,4202.05,4238.97,4213.33,4287.18,4620.0,4364.62,0
3380,4294.36,4009.74,4251.79,4120.51,4332.82,4614.87,4083.59,4615.9,4213.85,4241.54,4205.13,4268.21,4595.9,4334.87,1
7369,4306.67,4004.62,4271.79,4116.41,4336.41,4616.92,4061.54,4616.92,4200.51,4230.77,4223.08,4289.74,4619.49,4388.72,0
7727,4296.41,4006.15,4264.62,4106.15,4347.69,4631.28,4079.49,4629.74,4222.56,4249.74,4212.82,4277.95,4607.69,4368.21,0
6576,4318.46,4022.56,4294.87,4163.59,4383.59,4665.13,4106.15,4649.74,4242.05,4256.41,4207.69,4298.97,4629.74,4378.97,1
5764,4278.46,3987.69,4264.1,4119.49,4328.21,4615.38,4047.69,4604.1,4187.69,4210.26,4190.26,4279.49,4603.59,4353.33,0
5146,4276.41,4019.49,4249.23,4109.74,4337.44,4614.87,4046.67,4592.31,4180.0,4231.28,4200.51,4263.59,4618.46,4331.79,1
1197,4296.41,3985.64,4247.69,4100.51,4341.03,4619.49,4067.18,4595.9,4188.21,4226.67,4203.08,4270.77,4601.54,4356.92,0
1297,4298.97,4028.72,4281.03,4143.59,4341.03,4614.36,4067.18,4615.38,4193.33,4216.92,4209.23,4293.33,4609.74,4357.44,0
2914,4275.38,4041.54,4247.18,4122.56,4349.23,4616.92,4067.18,4610.26,4193.85,4211.79,4182.56,4251.79,4586.15,4327.18,0
6674,4255.38,4042.56,4263.59,4152.31,4385.13,4646.67,4090.77,4633.33,4214.87,4233.33,4194.87,4265.64,4599.49,4306.67,0
4453,4306.15,4024.62,4262.56,4122.05,4350.26,4591.79,4101.03,4612.31,4209.23,4241.03,4208.72,4285.64,4600.51,4358.46,0
7653,4285.64,3993.33,4276.41,4100.51,4333.85,4618.46,4081.03,4610.77,4189.23,4235.9,4203.59,4294.36,4590.26,4360.0,0
8662,4344.62,4053.85,4267.69,4150.77,4328.21,4605.64,4061.03,4593.85,4182.05,4206.67,4191.28,4277.95,4595.9,4395.9,1
6810,4300.0,4018.46,4264.1,4129.74,4351.28,4622.05,4077.44,4627.18,4209.74,4228.72,4212.82,4284.62,4598.97,4367.69,0
3813,4304.62,3997.44,4268.72,4111.28,4333.33,4632.31,4086.15,4621.03,4211.28,4242.05,4208.72,4289.23,4600.0,4377.95,0
8934,4264.62,3976.41,4243.08,4108.21,4317.95,4616.41,4053.33,4606.67,4195.38,4228.72,4190.26,4267.69,4603.59,4332.31,0
4722,4302.05,4025.13,4265.13,4138.97,4351.28,4633.85,4095.38,4614.36,4195.9,4226.15,4208.72,4272.31,4592.31,4365.64,1
4320,4281.03,3992.82,4234.87,4107.18,4341.54,4613.85,4050.77,4621.03,4198.97,4233.85,4195.38,4268.72,4592.82,4340.51,1
3932,4276.92,3973.33,4255.9,4113.85,4325.64,4610.26,4056.41,4631.79,4222.56,4235.9,4193.85,4264.62,4588.21,4338.97,1
6055,4218.46,4040.0,4243.08,4136.92,4336.41,4615.9,4057.44,4588.72,4173.85,4196.41,4128.21,4227.69,4492.31,4252.82,0
4202,4429.23,4126.15,4313.85,4185.13,4349.23,4624.1,4080.51,4622.56,4198.46,4227.18,4196.92,4300.0,4635.9,4460.0,0
4726,4288.72,4045.64,4263.59,4152.31,4363.59,4641.03,4084.62,4637.95,4193.33,4218.46,4186.67,4269.74,4564.62,4318.97,0
1041,4309.74,4006.67,4266.67,4115.9,4316.41,4613.85,4067.18,4618.46,4196.92,4221.03,4203.08,4280.51,4609.23,4371.28,0
8020,4281.03,4010.77,4255.9,4116.92,4331.79,4625.64,4069.74,4593.85,4182.05,4212.82,4162.56,4261.54,4581.03,4349.74,0
4251,4306.67,4002.56,4259.49,4116.41,4328.72,4605.64,4056.41,4614.36,4187.18,4223.59,4187.18,4265.64,4607.69,4362.05,1
2976,4313.85,4049.23,4282.56,4138.46,4341.54,4616.92,4058.97,4599.49,4176.92,4212.31,4192.31,4278.97,4570.77,4357.95,1
5649,4287.18,4036.41,4250.26,4127.69,4353.85,4632.31,4090.77,4609.74,4208.72,4228.21,4187.18,4270.26,4574.87,4327.18,0
4370,4329.23,3976.92,4255.9,4108.72,4340.0,4613.33,4084.1,4611.79,4205.13,4255.38,4211.79,4289.23,4608.21,4375.38,1
6984,4281.54,3965.13,4244.62,4099.49,4340.51,4618.46,4052.82,4622.56,4192.31,4233.85,4207.69,4264.1,4595.9,4339.49,0
2798,4309.74,4003.59,4267.18,4109.74,4330.77,4607.18,4049.74,4610.26,4198.46,4220.51,4198.46,4267.69,4604.1,4369.74,1
